Date,High,Low,Open,Close,Volume,Adj Close,StockSymbol,Description
2012-08-03,52.34000015258789,51.86000061035156,52.20000076293945,52.290000915527344,7484300.0,43.56998062133789,HD,The Home Depot
2012-08-06,52.7400016784668,51.939998626708984,52.40999984741211,52.0,7471600.0,43.32832717895508,HD,The Home Depot
2012-08-07,52.529998779296875,51.779998779296875,52.25,52.400001525878906,6519100.0,43.66163635253906,HD,The Home Depot
2012-08-08,52.849998474121094,51.95000076293945,52.130001068115234,52.790000915527344,5398200.0,43.9865837097168,HD,The Home Depot
2012-08-09,53.41999816894531,52.4900016784668,52.540000915527344,53.150001525878906,8324900.0,44.28656005859375,HD,The Home Depot
2012-08-10,53.09000015258789,52.58000183105469,52.95000076293945,53.060001373291016,9086700.0,44.21156311035156,HD,The Home Depot
2012-08-13,53.22999954223633,52.650001525878906,53.150001525878906,52.81999969482422,9982500.0,44.011592864990234,HD,The Home Depot
2012-08-14,54.97999954223633,53.720001220703125,54.150001525878906,54.709999084472656,19528000.0,45.58639907836914,HD,The Home Depot
2012-08-15,55.34000015258789,54.68000030517578,54.75,55.0,9630600.0,45.828041076660156,HD,The Home Depot
2012-08-16,56.470001220703125,54.970001220703125,55.0,56.310001373291016,10150600.0,46.919586181640625,HD,The Home Depot
2012-08-17,57.18000030517578,56.06999969482422,56.2599983215332,56.72999954223633,11263000.0,47.26955032348633,HD,The Home Depot
2012-08-20,56.66999816894531,55.97999954223633,56.56999969482422,56.56999969482422,8435300.0,47.1362190246582,HD,The Home Depot
2012-08-21,56.900001525878906,56.119998931884766,56.66999816894531,56.31999969482422,8382600.0,46.927913665771484,HD,The Home Depot
2012-08-22,56.91999816894531,56.220001220703125,56.29999923706055,56.63999938964844,6677800.0,47.194549560546875,HD,The Home Depot
2012-08-23,56.93000030517578,56.45000076293945,56.58000183105469,56.54999923706055,6613200.0,47.11956024169922,HD,The Home Depot
2012-08-24,57.0,56.38999938964844,56.38999938964844,56.959999084472656,5784000.0,47.46119689941406,HD,The Home Depot
2012-08-27,57.08000183105469,56.41999816894531,57.08000183105469,56.66999816894531,7164000.0,47.21955108642578,HD,The Home Depot
2012-08-28,56.849998474121094,56.20000076293945,56.2400016784668,56.529998779296875,4758300.0,47.345184326171875,HD,The Home Depot
2012-08-29,57.0099983215332,56.540000915527344,56.689998626708984,56.84000015258789,4593900.0,47.60480499267578,HD,The Home Depot
2012-08-30,56.79999923706055,56.470001220703125,56.709999084472656,56.619998931884766,5846200.0,47.42055892944336,HD,The Home Depot
2012-08-31,56.970001220703125,56.54999923706055,56.810001373291016,56.75,7446700.0,47.52943420410156,HD,The Home Depot
2012-09-04,57.0,56.470001220703125,56.790000915527344,56.790000915527344,5914100.0,47.56294250488281,HD,The Home Depot
2012-09-05,57.31999969482422,56.369998931884766,56.970001220703125,56.540000915527344,6068500.0,47.353553771972656,HD,The Home Depot
2012-09-06,57.66999816894531,56.5,56.5,57.650001525878906,7706900.0,48.28321075439453,HD,The Home Depot
2012-09-07,57.88999938964844,57.040000915527344,57.7599983215332,57.2599983215332,6808700.0,47.956565856933594,HD,The Home Depot
2012-09-10,57.880001068115234,57.220001220703125,57.47999954223633,57.29999923706055,6903700.0,47.99006652832031,HD,The Home Depot
2012-09-11,57.29999923706055,56.61000061035156,57.22999954223633,56.720001220703125,7490100.0,47.50430679321289,HD,The Home Depot
2012-09-12,57.099998474121094,56.43000030517578,56.849998474121094,57.04999923706055,7774400.0,47.78068923950195,HD,The Home Depot
2012-09-13,58.38999938964844,56.810001373291016,57.06999969482422,58.29999923706055,10772200.0,48.82760238647461,HD,The Home Depot
2012-09-14,59.709999084472656,58.65999984741211,58.720001220703125,59.459999084472656,12476500.0,49.79911422729492,HD,The Home Depot
2012-09-17,59.470001220703125,58.66999816894531,59.20000076293945,58.90999984741211,7985900.0,49.338478088378906,HD,The Home Depot
2012-09-18,59.04999923706055,58.5099983215332,58.970001220703125,58.86000061035156,5216500.0,49.29661178588867,HD,The Home Depot
2012-09-19,60.0,59.0,59.18000030517578,59.470001220703125,6648700.0,49.8074951171875,HD,The Home Depot
2012-09-20,59.29999923706055,58.7599983215332,59.189998626708984,59.279998779296875,6362100.0,49.648372650146484,HD,The Home Depot
2012-09-21,59.93000030517578,59.310001373291016,59.58000183105469,59.41999816894531,9011000.0,49.765621185302734,HD,The Home Depot
2012-09-24,59.52000045776367,58.880001068115234,59.349998474121094,59.38999938964844,5589200.0,49.74050521850586,HD,The Home Depot
2012-09-25,60.58000183105469,59.619998931884766,59.83000183105469,59.720001220703125,9723100.0,50.016876220703125,HD,The Home Depot
2012-09-26,59.95000076293945,59.130001068115234,59.58000183105469,59.16999816894531,8583300.0,49.556236267089844,HD,The Home Depot
2012-09-27,60.20000076293945,59.2400016784668,59.41999816894531,59.880001068115234,5824200.0,50.15087127685547,HD,The Home Depot
2012-09-28,60.41999816894531,59.400001525878906,59.68000030517578,60.369998931884766,7740800.0,50.561275482177734,HD,The Home Depot
2012-10-01,60.849998474121094,60.34000015258789,60.77000045776367,60.56999969482422,8537400.0,50.72877502441406,HD,The Home Depot
2012-10-02,60.88999938964844,60.150001525878906,60.869998931884766,60.33000183105469,6573100.0,50.52777099609375,HD,The Home Depot
2012-10-03,61.779998779296875,60.380001068115234,60.45000076293945,61.77000045776367,8468300.0,51.73379898071289,HD,The Home Depot
2012-10-04,62.41999816894531,61.52000045776367,61.84000015258789,61.7400016784668,8722300.0,51.708675384521484,HD,The Home Depot
2012-10-05,63.20000076293945,61.900001525878906,61.970001220703125,63.20000076293945,9672400.0,52.93145751953125,HD,The Home Depot
2012-10-08,63.099998474121094,61.7400016784668,62.97999954223633,61.880001068115234,9770300.0,51.82592010498047,HD,The Home Depot
2012-10-09,61.66999816894531,60.95000076293945,61.59000015258789,60.95000076293945,9707700.0,51.047035217285156,HD,The Home Depot
2012-10-10,61.060001373291016,59.61000061035156,60.5099983215332,59.7400016784668,15262700.0,50.03362274169922,HD,The Home Depot
